CarParkID,CarParkName_Zh_tw,OpeningHours_ServiceDay_ServiceTag,OpeningHours_ServiceDay_Monday,OpeningHours_ServiceDay_Tuesday,OpeningHours_ServiceDay_Wednesday,OpeningHours_ServiceDay_Thursday,OpeningHours_ServiceDay_Friday,OpeningHours_ServiceDay_Saturday,OpeningHours_ServiceDay_Sunday,OpeningHours_ServiceDay_NationalHolidays,OpeningHours_Description,OpeningHours_StartTime,OpeningHours_EndTime,OpeningHours_FreeOfCharge
PT0013,恆春立體停車場,全年適用平、假日,1,1,1,1,1,1,1,1,全日/上午/下午,00:00,00:00,0
PT0012,東港中山路立體停車場,全年適用平、假日,1,1,1,1,1,1,1,1,全日/上午/下午,00:00,00:00,0
PT0010,民生路立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0011,仁愛路地下立體停車場,全年適用平、假日,1,1,1,1,1,1,1,1,全日/上午/下午,00:00,23:59,0
PT0015,自由延平停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0003,勝利星村路外停車場,平日假日,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
PT0002,中華立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0008,信義路立體停車場,全年適用平、假日,1,1,1,1,1,1,1,1,全日/上午/下午,00:00,00:00,0
PT0014,東港鎮中山路平面式路外停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0016,東港漁港停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0001,縣府立體停車場,平日假日,1,1,1,1,1,1,1,1,立體小型停車場206格(身障車格6格，婦幼車格6格),00:00,00:00,0
PT0004,自由路外停車場,平日假日,1,1,1,1,1,1,1,1,全日,00:00,00:00,1
PT0017,潮州車站停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
PT0006,和平路路外停車場,平日假日,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
PT0018,屏東榮民總醫院東側路外停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0012A,南區-公有-城隍機車停車場,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0008A,東區-公有-信心P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0007A,東區-公有-東英P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
13P0C0004B,沙鹿區-公有-沙田立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0018A,豐原區-公有-豐原區社會住宅預定地臨時停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0003A,北屯區-公有-(細廣停1)景賢P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
08P0C0029A,北屯區-公有-永和巷公園附屬停車場,全年無休,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0032C,西屯區-公有-市政公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,08:00,08:00,0
08P0C0014A,北屯區-公有-江興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
04P0C0004A,西區-公有-平和P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
06P0C0029A,西屯區-公有-惠中停車場(B區),全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0001A,豐原區-公有-大明路中興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0015A,南屯區-公有-錢嶺P,全年適用,1,1,1,1,1,1,1,1,全天候,00:00,23:59,0
05P0C0018A,北區-公有-永興停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
06P0C0014A,西屯區-公有-河南P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0003A,豐原區-公有-田心路平面P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0006A,太平區-公有-新光廣停八P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0003A,南屯區-公有-大新P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0021C,北屯區-公有-臺中市中央公園地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
17P0C0003B,潭子區-公有-潭興立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0027A,西屯區-公有-秋紅谷平面停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0006A,豐原區-公有-葫蘆墩圳平面P4,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0009A,南屯區-公有-春安P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
17P0C0001A,潭子-公有-環中東路一段台74快速道路下P ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
09P0C0002A,豐原區-公有-中陽路平面P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0010A,東區-公有-精武東P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0026A,北屯區-公有-(廣兼停8)竹興P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
08P0C0002A,北屯區-公有-(細廣停1)敦化P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
12P0C0001A,清水區-公有-牛罵頭P,24H,1,1,1,1,1,1,1,1,24H,00:00,23:59,0
04P0C0013A,西區-公有-廣民P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0011A,西屯區-公有-協和P  ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0009C,西區-公有-柳川P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0019A,西屯區-公有-惠順P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0010A,西區-公有-美村P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0007A,西屯區-公有-太原P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
03P0C0013A,南區-公有-工學六街停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
18P0C0005A,大雅區-公有-中清雅潭P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0009B,東區-公有-南京立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
10P0C0005B,東勢區-公所-綜合立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
24P0C0006C,大肚區-公所-大肚地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0028A,西屯區-公有-惠中停車場(A區),全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
02P0C0005B,東區-公有-干城立體P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0005A,南區-公有-健康公園附設P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0004B,豐原區-公有-育英路立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0M0001A,東區-公有-大智北機車P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0001B,西屯區-公有-(停71)漢口立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0020A,西屯區-公有-朝馬P  ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0011A,西區-公有-貴和P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0012C,西區-公有-萬壽棒球場附屬地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0015A,北屯區-公有-昌和公園附設P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0004A,西屯區-公有-大福P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0015A,豐原區-公有-博愛重劃區P3、5,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
05P0C0001A,北區-公有-山西P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
28P0C0015A,大里區-公有-崇光P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0017A,北屯區-公有-松榮P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0002B,太平區-公有-中興立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
11P0C0002A,大甲區-公有-停三P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0005A,西屯區-公有-大墩P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
28P0C0016C,大里區-公有-國立興大附中地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0007C,南屯區-公有-水安宮地下P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
11P0C0001A,大甲區-公有-文武P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
17P0C0002C,潭子-公有-國民暨兒童運動中心(B2層)停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0016A,西屯區-公有-國豐P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0017A,北區-公有-大湖停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
09P0C0008A,豐原區-公有-葫蘆墩圳平面P6,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0002A,大里區-公有-德芳興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0005A,北屯區-公有-(廣停66)新平P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
07P0C0005A,南屯區-公有-文心森林公園附屬P,全年適用,1,1,1,1,1,1,1,1,全天候,00:00,23:59,0
06P0C0006A,西屯區-公有-大鵬P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0017A,西屯區-公有-細停二P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0009A,南區-公有-德義P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0023A,北屯區-公有-(細廣停2)太和P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0003B,太平區-公有-新平立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0017B,大里區-公有-東榮立體P,全年通,1,1,1,1,1,1,1,1,無否,00:00,23:59,0
04P0C0005A,西區-公有-民龍P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0001A,北屯區-公有-(公49)新平公園附屬P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
05P0C0007A,北區-公有-東欣P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0002A,西屯區-公有-上安P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0013B,西屯區-公有-東興立體P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0014A,豐原區-公有-博愛重劃區P11,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
26P0C0001C,霧峰區-公所-本堂公園地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0001A,南區-公有-大慶P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0011A,大里區-公有-立新社區P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0009A,西屯區-公有-同心P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
18P0C0004A,大雅區-公有-停六P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0001A,西區-公有-(細停178)自立P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0015C,北區-公有-雙十國中地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0022A,北屯區-公有-(廣兼停5)祥和P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0010A,太平區-公所-長安P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0011A,南區-公有-崇倫北街19巷停車場,全年,1,1,1,1,1,1,1,1,每半小時收費10元 當日最高360元,00:00,23:59,0
18P0C0003A,大雅區-公有-停四P,全年適用,1,1,1,1,1,1,1,1,全日,23:59,00:00,0
03P0C0004C,南區-公有-健康公園地下P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0001A,東區-公有-(停37)忠孝P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0024A,西屯區-公有-福順P  ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0006A,東區-公有-旱溪P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0005A,大里區-公有-鳥竹圍公園P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
08P0C0013C,北屯區-公有-民俗公園地下P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0003B,西區-公有-大益立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
03P0C0006A,南區-公有-國資圖P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0007A,大里區-公有-公六公園P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0002A,南區-公有-南平P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0008A,南屯區-公有-南屯P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0016A,北屯區-公有-松竹P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
08P0C0027A,北屯區-公有-(廣停5)同榮P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
09P0M0001A,豐原區-公有-橫街尾P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,1
28P0C0009A,大里區-公有-立元P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0018A,北屯區-公有-軍功P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0008A,太平區-公有-平安廣場P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0002A,西區-公有-土庫P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0024A,北屯區-公有-(細廣兼停2)長富P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
07P0C0002A,南屯區-公有-大進P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
09P0C0016C,豐原區-公有-富春國小地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
03P0C0007A,南區-公有-崇倫公園附設P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
09P0C0010A,豐原區-公有-葫蘆墩圳平面P8,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0006A,北屯區-公有-三光P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0021A,西屯區-公有-朝富P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0002A,東區-公有-(停61)十甲P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
02P0C0004A,東區-公有-三賢P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0013A,南屯區-公有-精科P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0014C,北區-公有-臺中公園地下P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0007A,豐原區-公有-葫蘆墩圳平面P5,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0025A,西屯區-公有-銀聯三村P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0006A,大里區-公有-國光公園P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
08P0C0004A,北屯區-公有-(細廣停2)中平P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
27P0C0007A,太平區-公有-長億P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0007A,西區-公有-吉龍P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0C0003A,東區-公有-一心P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0008A,北區-公有-武昌P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0020A,北屯區-公有-雷中P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0003A,西屯區-公有-下石碑P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
11P0C0003A,大甲區-公有-經國路P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0C0008A,南區-公有-復興P,全年適用,1,1,0,1,1,1,1,1,全日,00:00,23:59,0
18P0C0002A,大雅區-公有-三和公園附屬P,全年適用,1,1,1,1,1,1,1,1,每小時收費20元,00:00,23:59,0
28P0C0012A,大里區-公有-廣兼停五P   ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0004A,北區-公有-育強P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0013A,北區-公有-新興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0001A,南屯區-公有-三塊厝P,全年適用,1,1,1,1,1,1,1,1,全天候,00:00,23:59,0
27P0C0005A,太平區-公有-新光廣兼停四P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0006A,北區-公有-忠明路臨時P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0011A,豐原區-公有-葫蘆墩圳平面P9,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0013A,大里區-公有-廣兼停六P   ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0016A,南屯區-公有-豐功P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
27P0C0011A,太平區-公所-馬卡龍公園P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0003A,大里區-公有-仁興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0028A,北屯區-公有-平德停車場,全年無休,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0012A,豐原區-公有-北陽路P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
08P0C0010A,北屯區-公有-仁德P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
07P0C0006A,南屯區-公有-文昌P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0010A,北區-公有-金龍P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0014A,西區-公有-藍興P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0017A,南屯區-公有-豐樂P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
09P0C0017A,豐原區-公有-環北站P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
05P0C0012A,北區-公有-健行P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0006A,西區-公有-光明P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0016C,西區-公有-忠明公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0002A,北區-公有-中賓P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0008A,大里區-公有-國光花市P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0030A,西屯區-公有-中央公園北側P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0010A,西屯區-公有-何厝P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0008A,西屯區-公有-弘孝P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0004C,南屯區-公有-大墩國中地下P,全年適用,1,1,1,1,1,1,1,1,全天候,00:00,23:59,0
04P0C0008A,西區-公有-林森P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
05P0C0019C,北區-獎參-中正公園地下停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0009A,豐原區-公有-葫蘆墩圳平面P7,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0018B,南屯區-公有-正心立體停車場,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0012A,北屯區-公有-天祥P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0023A,西屯區-公有-福恩P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
18P0C0001B,大雅區-公有-停一立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0009A,北屯區-公有-中興網球附設P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0010A,南屯區-公有-馬祖P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0001A,太平區-公有-坪林森林附屬P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
06P0C0018B,西屯區-公有-惠來立體P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0025A,北屯區-公有-(廣兼停7)南興P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
28P0C0010A,大里區-公有-仁堤P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
03P0C0010A,南區-公有-樹德P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
08P0C0019A,北屯區-公有-軍福P,全年平假日,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0003A,北區-公有-中德P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0005A,豐原區-公有-葫蘆墩圳平面P3,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0001C,大里區-公有-大里運動公園地下P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0031A,西屯區-公有-中央公園南側P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
04P0C0015A,西區-公有-雙龍P,全年適用,1,1,1,1,1,1,1,1,全年,00:00,23:59,0
27P0C0012A,太平區-公所-祥順運動公園P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
03P0M0001A,南區-公有-建國北P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0014A,大里區-公有-廣兼停八P   ,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,1
03P0C0003A,南區-公有-城隍P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0011A,北區-公有-建成P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0022A,西屯區-公有-福安P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
06P0C0015A,西屯區-公有-馬龍潭P,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0014A,南屯區-公有-黎明P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
09P0C0013A,豐原區-公有-廣兼停二P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0005A,北區-公有-育樂P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0012A,南屯區-公有-新厝P,全年適用,1,1,1,1,1,1,1,1,全天候,00:00,23:59,0
08P0C0011A,北屯區-公有-天津P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
06P0C0026A,西屯區-公有-櫻花P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
02P0M0002A,東區-公有-舊建國市場臨時P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0009A,太平區-公有-育賢P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,00:00,0
05P0C0016A,北區-公有-福音停車場,全年,1,1,1,1,1,1,1,1,全日,08:00,08:00,0
06P0C0012A,西屯區-公有-忠義P  ,全年,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
28P0C0004A,大里區-公有-大新P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
07P0C0011A,南屯區-公有-惠文P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
27P0C0004A,太平區-公有-新光廣兼停一P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
05P0C0009A,北區-公有-金華P,全年適用,1,1,1,1,1,1,1,1,全日,00:00,23:59,0
47940406,林默娘停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
85744208,崇善路龍山停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
88909858,復興停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
85766482-2,南科西側停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
47940378,水景停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
47847561,新營綠都心停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81290486,長榮崇明停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
89096035,和平公園停車場,,1,1,1,1,1,1,1,1,全時段營業,,,0
47862936,公園南路停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
40814707,東光路地下停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
89022098,新市富中停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
97100722,臺南航空站旅客停車場,,1,1,1,1,1,1,1,1,07:00-20:00,07:00,20:00,0
47931027,北安停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
54555420,海安地下停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
47911872,崇明E6停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
88908324,目加溜灣橋下停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81401856,裕文停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81339426,泉南里停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
85585519,永福停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
88908318,臺鐵南科車站西側(第二區)停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81401820,華平二停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
37709940,五都停車場高鐵台南二站,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81319060,富北停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81290514,東橋八街停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
47911795,崇明E37停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81319364,水交社停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81401841,立德停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
89038628,友愛街機車停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81386285,永康大橋後站停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81946029,兵仔市停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
47940399-2,港濱停車場 (第二區),,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
81290471,民生路停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
85567580,興濟二站停車場,,1,1,1,1,1,1,1,1,全時段營業,00:00,00:00,0
