CarParkID,CarParkName_Zh_tw,Description,HourlyRates
AO020027,永發停車場,平面式小型車146車位(含身心障礙及婦幼車格),"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070005,大和段停車場,小型車45格。(含身障1格;婦幼1格),"[{'RateName': '一般汽車', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020003,中壢忠孝站,小型車臨時停車收費方式：  平日計時：每小時20元，當日最高收費80元  假日計時：每小時20元，當日最高收費120元  ※ 相關停車須知皆以現場公告為準。 ,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費30元,平日最高收費80元,假日最高收費120元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MaxPrice': 80, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080018,楊梅區台66橋下停車場,小型車33格,"[{'RateName': '免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO060004,上海平面停車場,小型車88格、臨停20元/時、進場未滿30分鐘免費、月租2400元,
AO080003,金山停車場,臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO060003,廣北平面停車場,小型車119格、臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080007,民族公園停車場,全日,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO090004,桃園太武新村停車場,小型車臨停場地,"[{'RateName': '自小客車計時方案', 'RateDescription': '每半小時10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO100004,大園區停三停車場,免費,
AO050002,運動公園平面停車場,平面停車場,"[{'RateName': '小型車計時方案', 'RateDescription': '自小客車每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010003,水汴頭平面停車場,平面119格(含身障/婦幼車格),"[{'RateName': '小客車停放', 'RateDescription': '每小時20元,每12小時50元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010023,虎頭山停車場,平面停車位(含身障/婦幼格),"[{'RateName': '大型車費率', 'RateDescription': '大客車一小時40元,當日最高160元', 'RestrictionUserType': 0, 'SpaceType': 5, 'RateQualifier': 30, 'RatePrice': 40, 'MaxPrice': 160, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '自小客車', 'RateDescription': '自小客車一小時20元,當日最高80元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 80, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO040003,南榮地下停車場,小型車77格、臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO040007,南崁廣停二平面停車場,小型車17格,"[{'RateName': '自小客車費率', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010004,建國停車場,只小型車臨時停車收費：  全日計時：每小時20元，當日最高收費100元  ※ 入場前30分鐘免費停車。 ※ 相關停車須知皆以現場公告為準。   ,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費20元,當日最高收費100元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080014,埔心車站後站停車場,小型車53格、臨停20元/時、進場未滿30分鐘免費、月租2400元、機車平日臨停20元次、假日日30元/次、隔日另計,"[{'RateName': '自小客車費率', 'RateDescription': '小型車53格、臨停20元/時、進場未滿30分鐘免費、月租2400元、機車平日臨停20元次、假日日30元/次、隔日另計', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車、機車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080015,埔心公園停車場,小型車92格、臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO030007,中興里停車場,小型車8格含1格身障車位,"[{'RateName': '小型汽車月租費率', 'RateDescription': '月租5000/季繳', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070013,八德區永福停車場,小型車109格,"[{'RateName': '自小客車費率', 'RateDescription': '20元/每小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 30, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020001,中壢忠孝黃昏市場站,小型車臨時停車收費方式：  全日計時：每半小時15元，當日最高收費100元  ※ 相關停車須知皆以現場公告為準。 ,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費30元,當日最高收費100元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MaxPrice': 100, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020031,青商公有停車場,開放式免費停車,"[{'RateName': '免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080005,永福停車場,小型車11格、臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010033,桃園文昌公園地下停車場,地下停車場(汽、機車),"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時40元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 40, 'MaxPrice': 200, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080002,自立停車場,小型車23格、臨停20元/時、進場未滿30分鐘免費、月租2400元,
AO100006,大園區停五停車場,平面免費,
AO010037,廈門立體停車場,立體停車場小型車227格(含身障6格位)/機車54格,"[{'RateName': '汽車', 'RateDescription': '汽車每小時40元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '機車費率', 'RateDescription': ""20元/每日/每次'"", 'RestrictionUserType': 0, 'SpaceType': 2, 'RateQualifier': 0, 'RatePrice': 20, 'MaxPrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO100003,大園區廣停二停車場,平面停車場,
AO020013,青昇停車場,汽車77，機車175,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020005,中壢內壢站,小型車臨時停車收費方式：  全日計時：每小時30元，當日最高收費180元  ※ 相關停車須知皆以現場公告為準。 ,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費30元,當日最高收費180元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MaxPrice': 180, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070001,大忠地下停車場,小型車332格、臨停20元/時、進場未滿30分鐘免費、月租2400元,
AO020018,中北健行停車場,小型車144格、機車299格,
AO020040,大江公有停車場,小型車39格,"[{'RateName': '自小客車20元/每小時', 'RateDescription': '自小客車20元/每小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 120, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010012,朝陽公園停車場,30元/每小時、限停小型車,
AO050003,龍華公有停車場,平面停車場,
AO010016,桃園新站停車場,小型車38格、機車100格,
AO020020,中鑄停車場,臨停30元/時、進場未滿30分鐘免費、月租3600元,
AO030009,建國一村停車場,小型車271格,"[{'RateName': '自小客車費率', 'RateDescription': '20元/每小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO060010,忠貞三公有停車場,平面停車場,"[{'RateName': '小型車計時方案', 'RateDescription': '自小客車每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070009,和義一停車場,平面停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070008,忠勇停車場,平面停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020009,廣停一停車場,汽車77機車20,"[{'RateName': '汽車費率', 'RateDescription': '每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 30, 'MaxPrice': 1000, 'MaxStay': 3, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO070018,永豐路停車場,平面式(含身心障礙車位2格),"[{'RateName': '自小客車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO090001,長興停車場,平面式小型車83格(含身障格2格),
AO050004,舊鄉代停車場,小型車臨停場地,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費30元,當日最高收費230元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 30, 'MaxPrice': 230, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020014,站前東停車場,汽車73機車173,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 10, 'MaxPrice': 50, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO050001,東龍停車場,小型車95隔含身心障礙車隔2格,"[{'RateName': '小客車計時收費方式', 'RateDescription': '自小客車每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO030003,停四停車場,平面小型停車場48格(含身障車格1格),"[{'RateName': '小型汽車臨停費率', 'RateDescription': '每小時20元，進場24小時優惠60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020032,青松公有停車場,開放式免費停車,"[{'RateName': '免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020017,延平立體停車場,汽車201機車161,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車平日每小時收費30元，假日每小時40元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020038,中壢區五福停車場,五福公園停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時40元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 40, 'MinHalfHourCharge': 1, 'Restriction': '', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO010006,龍安一停車場,小型車臨時停車收費：  全日計時：每小時20元，12小時內最高收費150元  ※ 入場前30分鐘免費停車。 ※ 相關停車須知皆以現場公告為準。,"[{'RateName': '自小客車計時方案', 'RateDescription': '每小時收費20元,12小時收費150元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO030005,文德公園停車場,平面小型停車場30格(含身障車格1格),"[{'RateName': '小型汽車臨停費率', 'RateDescription': '每小時20元，進場24小時優惠60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO090002,橋頭停車場,平面式小型車584格,
AO080016,瑞坪停車場,小型車58格、臨停20元/時、進場未滿30分鐘免費、月租2400元,
AO020015,站前西停車場,汽車90機車140,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費10元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 28, 'RateQualifier': 60, 'RatePrice': 10, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO060008,坤慶平面停車場,小型車86格、臨停20元/時、進場未滿30分鐘免費、月租2400元,
AO030006,善捷段停車場,平面小型停車場113格(含身障車格3格),"[{'RateName': '機車臨停費率', 'RateDescription': '無收費', 'RestrictionUserType': 0, 'SpaceType': 2, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '小型汽車臨停費率', 'RateDescription': '每小時20元，進場12小時優惠80元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO080008,楊梅國中網球場停車場,小型車20格、臨停20元/時、進場未滿30分鐘免費、月租2400元,"[{'RateName': '自小客車費率', 'RateDescription': '臨停20元/時、進場未滿30分鐘免費、月租2400元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 30, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'Restriction': '僅限小客車停放', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
AO020039,中壢石頭段停車場,小型車79格,"[{'RateName': '自小客車費率', 'RateDescription': '30元/每小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 30, 'MaxPrice': 160, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
