CarParkID,CarParkName_Zh_tw,Description,HourlyRates
A00043,中山明智停車場,平面式：汽車53格,"[{'RateName': '自小客車計時方案', 'RateDescription': '每1小時20元；30分鐘10元 ，每日最高收費：120元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00014,TIMES 三民街,平面式小型車125格(含身障停車格3格、婦幼停車格3格),
A00059,花蓮中山路停車場,超高速充電服務停車場,"[{'RateName': '自小客車計時方案', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 50, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00011,新港街停車場,小型車27格,"[{'RateName': '計時方案', 'RateDescription': '每小時60元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 30, 'RatePrice': 60, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00022,佛教慈濟醫療財團法人花蓮慈濟醫院停車場,平面車格322格 (含身心障礙15格 ; 婦幼車格6格),"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 100, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00016,P&P停車場,44,"[{'RateName': '福町路上', 'RateDescription': '自小客車平日 20元/小時   假日及特殊時段(18:00-24:00) 30/小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 30, 'RatePrice': 10, 'MaxPrice': 300, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '17:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}, {'RateName': '福町路上', 'RateDescription': '自小客車平日 20元/小時   假日及特殊時段(18:00-24:00) 30/小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 300, 'MinHalfHourCharge': 1, 'StartTime': '18:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}, {'RateName': '福町路上', 'RateDescription': '自小客車平日 20元/小時   假日及特殊時段(18:00-24:00) 30/小時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 30, 'RatePrice': 15, 'MaxPrice': 300, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00042,臺灣基督教門諾會醫療財團法人門諾醫院收費停車場,小型車235位,"[{'RateName': '自小客車計費方式', 'RateDescription': '停車未滿30分鐘免費，超過30分鐘以1小時20元計費，滿1小時起採每30分鐘以10元累加計收。單日單次停車費最高計收100元（跨日重新累加計費）。', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 20, 'RatePrice': 60, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00065,花蓮文化創意產業園區停車場,民國路收費停車場,"[{'RateName': '民國路小客車計時方案', 'RateDescription': '小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'Restriction': '計時收費，每30分鐘新臺幣（以下同）10元，未滿30分鐘者以30分鐘計', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00071,花蓮中山停車場,平面式小型車43格(含身心障礙1格),"[{'RateName': '自小客車計時', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 50, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00012,節約街停車場,小型車78格。管理人員不是24小時在場。,"[{'RateName': '計時方案', 'RateDescription': '每小時30元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 30, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '計時方案', 'RateDescription': '每小時60元', 'RestrictionUserType': 0, 'SpaceType': 5, 'RateQualifier': 60, 'RatePrice': 60, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00061,富裕二街停車場,身障1格、婦幼1格、充電2格,
A00054,盛昌停車場,平面式小型車20格,
A00010,花蓮市忠孝立體停車場,平面車位10格 ; 車塔80格,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每小時收費20元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 60, 'RatePrice': 20, 'MaxPrice': 200, 'MinHalfHourCharge': 0, 'Restriction': '除駕駛以外之乘客，不得進入 ; 不可攜帶危險物品入場', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年適用', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00004,後火車站機車停車場,機車停車位340格 (含身障車位8格),
A00060,福品旅店停車場,平面小型車停車場,"[{'RateName': '自小客車計時方案', 'RateDescription': '自小客車每三十分鐘收費十元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 5, 'RateQualifier': 30, 'RatePrice': 10, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00057,國聯停車場,月租,
A00032,建程自由街停車場,小型車格93格身心婦幼格2格,"[{'RateName': '自小客車計時方案', 'RateDescription': '週一至週四半小時25元,週五至週日及國定假日半小時40元。 週一至週四當天最高300,週五至週日及國定假日當天最高800元', 'RestrictionUserType': 254, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 25, 'MaxPrice': 300, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '全年', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 0, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}, {'RateName': '自小客車計時方案', 'RateDescription': '週一至週四半小時25元,週五至週日及國定假日半小時40元。 週一至週四當天最高300,週五至週日及國定假日當天最高800元', 'RestrictionUserType': 0, 'SpaceType': 1, 'RateQualifier': 30, 'RatePrice': 40, 'MaxPrice': 800, 'MinHalfHourCharge': 1, 'Restriction': '週五至週日及國定連續假期', 'StartTime': '00:99', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '假日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
A00023,彪吉利停車場(國盛站),平面停車面,
KEE11303,南榮公墓殯儀館停車場,"計時收費 : 一小時30元 , 月租2500元","[{'RateName': '小客車日間計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11101,信二停車場,512格小型車格(含16格身障、11格婦幼),"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12602,源遠路第二停車場,計時：30 元/時。,"[{'RateName': '15分鐘內免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12109,濱海遊憩區停車場,平面式小型車60格,
KEE12402,西三停車場,平面式小型車464格(含無障礙車位20格),"[{'RateName': '小客車假日計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 200, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '繳費完成完成計價', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '小客車平日計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 150, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '繳費完成完成計價', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE11102,正濱國小收費立體停車場,正濱國小收費立體停車場,"[{'RateName': '計時', 'RestrictionUserType': 0, 'SpaceType': 0, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 20, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '每小時20元', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 0}}]"
KEE12501,鶯歌石溪停車場,平面式小型車 76 格(含身心障礙停車位2格 婦幼專用車位2格),"[{'RateName': '汽車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 20, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11305,東岸立體停車場,立體式小型車 666 格含身心障礙停車位 14 格 孕婦及親子專用車格14格 電動充電優先車格2格。,"[{'RateName': '汽車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12401,基隆市中和路168巷停車場,平面式小型車 49 格(含身心障礙停車位1格 婦幼專用車位1格),
KEE12202,基隆信義停車場,54格小型車格(含1格身障、1格婦幼),"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12107,區域探索館平面停車場,平面式小型車148格。,"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '平日20元/小時，假日50元/小時，假日單日上限250元', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE12706,光明停二停車場,平面式小型車 101 格(含身心障礙停車位3格 婦幼專用車位2格),
KEE11205,中興國小停車場,"計時收費 : 一小時20 , 月租3000","[{'RateName': '小客車日間計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 20, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11104,中正區行政大樓地下停車場,中正區行政大樓地下停車場,"[{'RateName': '計時', 'RestrictionUserType': 0, 'SpaceType': 0, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '每小時30元', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 0}}]"
KEE11302,基隆成功站,小車：447(格),"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 180, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '24H', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12704,崇孝街停車場,210格小型車格(含5格身障),"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE22111,非凡物業管理顧問有限公司和平島停車場,非凡物業和平島停車場,"[{'RateName': '平日小型車', 'RateDescription': '30元/時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '24小時', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}, {'RateName': '假日小型車', 'RateDescription': '40元/時', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 10, 'RateQualifier': 0, 'RatePrice': 40, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '24小時', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '假日', 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12113,基隆和一停車場,和一平面停車場,"[{'RateName': '一般費率', 'RateDescription': '小型車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '營業日', 'StartTime': '08:00', 'EndTime': '20:00', 'ServiceDay': {'ServiceTag': '營業日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}, {'RateName': '夜間優惠', 'RateDescription': '夜間優惠20:00～08:00', 'RestrictionUserType': 0, 'SpaceType': 0, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 10, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '夜間優惠，時間外以一般費率計價', 'StartTime': '20:00', 'EndTime': '08:00', 'ServiceDay': {'ServiceTag': '夜間', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12112,南區大客車停車場,平面式大客車41格。,"[{'RateName': '大客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 50, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '平日20元/小時，假日50元/小時，假日單日上限250元', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE12707,福六街停車場,平面式小型車 30 格(含身心障礙停車位1格 婦幼專用車位1格),
KEE12502,基隆安和停車場,"平面小型車44格(含身心障礙停車位1格,婦幼停車位1格)","[{'RateName': '臨停車', 'RateDescription': '每半小時15元', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '無限制條件', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '24小時', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12111,65高地停車場,平面小型車33格,
KEE11307,信義國小地下停車場,信義國小地下平面停車場,"[{'RateName': '一般費率', 'RateDescription': '小型車計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 30, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 150, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '營業日', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '營業日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12203,基隆六合停車場,492格小型車停車位10格殘障車位88格大型車位,"[{'RateName': '計時費率', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日假日國定假日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12110,潮境公園停車場,平面式小客車33格。,"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '平日20元/小時，假日50元/小時，假日單日上限250元', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE11703,基隆七堵停車場,293(含身障6),"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 120, 'MaxStay': 0, 'MinHalfHourCharge': 1, 'Restriction': '繳費完成完成計價', 'StartTime': '00:00', 'EndTime': '23:59', 'ServiceDay': {'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11201,信義國中停車場,,"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12103,義二路停車場,50格小型車格(含1格身障),"[{'RateName': '停車未滿15分鐘免費', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '1', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE12117,基隆社寮橋停車場,戶外停車場,"[{'RateName': '臨停', 'RateDescription': '30元/時', 'RestrictionUserType': 0, 'SpaceType': 0, 'FreeMaxStay': 30, 'RateQualifier': 0, 'RatePrice': 15, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '12', 'Monday': 0, 'Tuesday': 0, 'Wednesday': 0, 'Thursday': 0, 'Friday': 0, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE12114,八斗子觀光漁港停車場,計時收費 : 一小時30,"[{'RateName': '小客車日間計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 15, 'RateQualifier': 0, 'RatePrice': 0, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '無', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '全日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 1, 'Sunday': 1, 'NationalHolidays': 1}}]"
KEE11106,海洋劇場停車場,平面式小型車297格。,"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '平日20元/小時，假日50元/小時', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
KEE12108,復育環保公園停車場,平面式小客車100格。,"[{'RateName': '小客車計時收費方式', 'RestrictionUserType': 0, 'SpaceType': 1, 'FreeMaxStay': 0, 'RateQualifier': 0, 'RatePrice': 30, 'MaxPrice': 0, 'MaxStay': 0, 'MinHalfHourCharge': 0, 'Restriction': '平日20元/小時，假日50元/小時，假日單日上限250元', 'StartTime': '00:00', 'EndTime': '24:00', 'ServiceDay': {'ServiceTag': '平日', 'Monday': 1, 'Tuesday': 1, 'Wednesday': 1, 'Thursday': 1, 'Friday': 1, 'Saturday': 0, 'Sunday': 0, 'NationalHolidays': 0}}]"
