CarParkID,CarParkName_Zh_tw,SpotAvailabilities
KEE11703,基隆七堵停車場,"[{'ParkingSpotID': '109002-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2021-10-11T05:46:42+08:00'}, {'ParkingSpotID': '109002-002', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2021-10-11T05:46:42+08:00'}]"
KEE12103,義二路停車場,"[{'ParkingSpotID': '001', 'SpaceType': 0, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:33:23+08:00'}]"
KEE12105,基隆和平島公園停車場,"[{'ParkingSpotID': '64', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:40:00+08:00'}]"
KEE12107,區域探索館平面停車場,"[{'ParkingSpotID': 'KEE12107-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '本區有148車位', 'DataCollectTime': '2022-06-09T17:29:08+08:00'}]"
KEE12108,復育環保公園停車場,"[{'ParkingSpotID': 'KEE12108-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '本區有100車位', 'DataCollectTime': '2022-06-09T17:29:08+08:00'}]"
KEE12109,濱海遊憩區停車場,"[{'ParkingSpotID': 'KEE-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-002', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-003', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-004', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-005', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-006', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-007', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-008', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-009', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-010', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-011', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-012', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-013', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-014', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-015', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-016', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-017', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-018', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-019', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-020', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-021', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-022', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-023', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-024', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-025', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-026', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-027', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-028', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-029', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-030', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-031', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-032', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-033', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-034', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-035', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-036', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-037', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-038', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-039', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-040', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-041', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-042', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-043', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-044', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-045', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-046', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-047', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-048', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-049', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-050', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-051', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-052', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-053', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-054', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-055', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-056', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-057', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-058', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-059', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}, {'ParkingSpotID': 'KEE-060', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T14:26:09+08:00'}]"
KEE12110,潮境公園停車場,"[{'ParkingSpotID': 'KEE12110-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '本區有33車位', 'DataCollectTime': '2022-06-09T17:29:08+08:00'}]"
KEE12111,65高地停車場,"[{'ParkingSpotID': 'KEE-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-002', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-003', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-004', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-005', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-006', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-007', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-008', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-009', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-010', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-011', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-012', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-013', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-014', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-015', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-016', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-017', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-018', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-019', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-020', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-021', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-022', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-023', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-024', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-025', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-026', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-027', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-028', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-029', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-030', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-031', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-032', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}, {'ParkingSpotID': 'KEE-033', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-04-29T15:10:52+08:00'}]"
KEE12112,南區大客車停車場,"[{'ParkingSpotID': 'KEE12112-001', 'SpaceType': 5, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '本區有41車位', 'DataCollectTime': '2022-06-09T17:29:08+08:00'}]"
KEE12113,基隆和一停車場,"[{'ParkingSpotID': '無', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '平面', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:40:00+08:00'}]"
KEE12114,八斗子觀光漁港停車場,"[{'ParkingSpotID': 'KEE12114', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-17T04:32:54+08:00'}]"
KEE12115,八斗子漁港C區停車場,"[{'ParkingSpotID': 'KEE12115', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 255, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-05-31T11:28:04+08:00'}]"
KEE12117,基隆社寮橋停車場,"[{'ParkingSpotID': '1-50', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:40:00+08:00'}]"
KEE12202,基隆信義停車場,"[{'ParkingSpotID': '001', 'SpaceType': 0, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:39:37+08:00'}]"
KEE12203,基隆六合停車場,"[{'ParkingSpotID': '109002-001', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-01-13T09:57:46+08:00'}, {'ParkingSpotID': '109002-002', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2022-01-13T09:57:46+08:00'}]"
KEE12306,仁愛獅球停車場,"[{'ParkingSpotID': '136', 'SpaceType': 0, 'ServiceStatus': 1, 'SpotStatus': 1, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'DataCollectTime': '2023-11-19T20:40:00+08:00'}]"
KEE12401,基隆市中和路168巷停車場,"[{'ParkingSpotID': 'KEE-0000', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 2, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '剩餘車格:17(戶外停車場無在席設備,無法得知車格狀態)', 'DataCollectTime': '2023-11-19T20:39:01+08:00'}]"
KEE12501,鶯歌石溪停車場,"[{'ParkingSpotID': 'KEE-0000', 'SpaceType': 1, 'ServiceStatus': 1, 'SpotStatus': 2, 'DeviceStatus': 1, 'Floor': '1', 'ChargeStatus': 1, 'Remark': '剩餘車格:9(戶外停車場無在席設備,無法得知車格狀態)', 'DataCollectTime': '2023-11-19T20:35:54+08:00'}]"
