CarParkID,CarParkName_Zh_tw,EntranceExitType,EntranceExits_EntranceExitName_Zh_tw,EntranceExits_Position_PositionLat,EntranceExits_Position_PositionLon,EntranceExits_Type,EntranceExits_MaxAllowedHeight,EntranceExits_RoadID,EntranceExits_RoadName,EntranceExits_LinkID,EntranceExits_Bearing
27P0C0010A,太平區-公所-長安P,1,環太東路出入口,24.15272,120.72607,1,,,環太東路,,NE
06P0C0023A,西屯區-公有-福恩P,1,福恩停車場出入口,24.18246,120.61501,3,,,工業區一路,,W
07P0C0005A,南屯區-公有-文心森林公園附屬P,1,惠文路出入口,24.14641,120.6437,3,,607049B,惠文路,6070490000070B,N
05P0C0010A,北區-公有-金龍P,1,崇德路一段,24.15537,120.6862,1,,,崇德路,,NW
07P0C0013A,南屯區-公有-精科P,1,台中市南屯區精科八路出入口,24.14818,120.58967,3,,,精科八路,,SW
02P0C0004A,東區-公有-三賢P,1,東英十一街出入口,24.14415,120.71127,3,,,東英十一街,,NE
05P0C0012A,北區-公有-健行P,1,梅亭街,24.16047,120.67249,1,,,梅亭街,,E
17P0C0001A,潭子-公有-環中東路一段台74快速道路下P ,2,,,,,,,,,
09P0C0009A,豐原區-公有-葫蘆墩圳平面P7,2,,,,,,,,,
05P0C0015C,北區-公有-雙十國中地下停車場,1,進德北路,24.15274,120.69261,3,,607152B,進德北路,6071520400000B,S
06P0C0026A,西屯區-公有-櫻花P  ,1,西屯路二段208巷出入口,24.17005,120.6521,1,,,西屯路,,NE
05P0C0006A,北區-公有-忠明路臨時P,1,忠明路534巷,24.16365,120.67369,1,,,忠明路,,E
05P0C0008A,北區-公有-武昌P,2,,,,,,,,,
13P0C0004B,沙鹿區-公有-沙田立體P,1,沙田路出入口,24.23521,120.55907,1,,,沙田路,,N
07P0C0002A,南屯區-公有-大進P,1,台中市南屯區大墩五街188號,24.14184,120.65022,1,,,大墩五街,,E
06P0C0004A,西屯區-公有-大福P,1,長安路及中清路,24.17717,120.66721,1,,,中清路,,E
18P0C0004A,大雅區-公有-停六P,1,建興路出入口,24.21661,120.66606,3,,606556B,建興路,6065560000010B,N
09P0C0013A,豐原區-公有-廣兼停二P,1,中興路,24.24806,120.71463,1,,,中興路,,E
06P0C0014A,西屯區-公有-河南P  ,2,,,,,,,,,
08P0C0002A,北屯區-公有-(細廣停1)敦化P,2,,,,,,,,,
28P0C0002A,大里區-公有-德芳興P,1,永隆路出入口,24.1043,120.67776,3,,605461B,永隆路,6054610400030B,S
06P0C0028A,西屯區-公有-惠中停車場(A區),1,惠中路,24.16503,120.64669,1,,607038B,惠中路,6070380100000B,NE
12P0C0001A,清水區-公有-牛罵頭P,1,中山路出入口,24.27192,120.57668,3,300,,中山路,,S
06P0C0016A,西屯區-公有-國豐P,1,國安二路出入口,24.19237,120.6133,3,,,國安二路,,SE
03P0C0008A,南區-公有-復興P,1,復興路三段出入口,24.13177,120.67652,3,,,復興路,,NE
18P0C0005A,大雅區-公有-中清雅潭P,1,中清東路出入口,24.22112,120.6483,1,210,604689B,中清東路,6046890700040B,N
07P0C0007C,南屯區-公有-水安宮地下P,1,文心路一段517號,24.15357,120.64631,3,,604324B,大業路,6043240200110B,E
07P0C0015A,南屯區-公有-錢嶺P,1,精科五路出入口,24.15288,120.59651,1,,607573B,精科五路,6075730100010B,N
03P0C0011A,南區-公有-崇倫北街19巷停車場,1,崇倫北街19巷出入口,24.1336,120.65638,3,,,崇倫北街,,E
08P0C0003A,北屯區-公有-(細廣停1)景賢P,1,臺中市北屯區景賢路與思齊街路口,24.16703,120.73086,1,,605006B,太祥路,6050060400020B,S
03P0C0001A,南區-公有-大慶P,1,建國北路一段,24.12007,120.64907,1,,,建國北路,,SW
07P0C0008A,南屯區-公有-南屯P  ,2,,,,,,,,,
08P0C0015A,北屯區-公有-昌和公園附設P,1,昌平路二段出入口,24.1826,120.68801,3,,,昌平路,,S
04P0C0008A,西區-公有-林森P,2,,,,,,,,,
06P0C0032C,西屯區-公有-市政公園地下停車場,1,文心路二段,24.15913,120.64716,3,,,文心路,,SW
05P0C0019C,北區-獎參-中正公園地下停車場,1,學士路出入口,24.1573,120.68116,1,,607736B,學士路,6077360400060B,S
09P0C0018A,豐原區-公有-豐原區社會住宅預定地臨時停車場,2,,,,,,,,,
02P0C0003A,東區-公有-一心P,1,一心街出入口,24.13908,120.70213,1,,,一心街,,S
08P0C0019A,北屯區-公有-軍福P,1,松竹三路及軍福十八路交叉口,24.17825,120.71543,3,,,軍福十八路,,E
28P0C0006A,大里區-公有-國光公園P,2,,,,,,,,,
05P0C0016A,北區-公有-福音停車場,2,,,,,,,,,
03P0C0005A,南區-公有-健康公園附設P,1,五權南路出入口,24.12107,120.66994,3,,,五權南路,,N
09P0M0001A,豐原區-公有-橫街尾P,1,復興路,24.25049,120.7176,2,,,復興路,,E
17P0C0003B,潭子區-公有-潭興立體停車場,1,興華二路,24.21131,120.70423,1,,607792B,興華二路,6077920400010B,S
06P0C0008A,西屯區-公有-弘孝P  ,1,弘孝路出入口,24.17102,120.64902,1,,605304B,弘孝路,6053040500020B,SW
06P0C0030A,西屯區-公有-中央公園北側P,2,,,,,,,,,
03P0C0013A,南區-公有-工學六街停車場,1,工學六街,24.11408,120.6604,2,,,工學六街,,N
08P0C0025A,北屯區-公有-(廣兼停7)南興P,1,入口,24.18009,120.70903,1,,606664B,軍福十九路,6066640200050B,E
07P0C0003A,南屯區-公有-大新P  ,1,大墩十二街出入口,24.14991,120.65294,1,,,大墩十二街,,E
08P0C0014A,北屯區-公有-江興P,1,臺中市北屯區國強街205巷及國豐街口,24.16299,120.69619,1,,,國豐街,,W
09P0C0006A,豐原區-公有-葫蘆墩圳平面P4,2,,,,,,,,,
08P0C0018A,北屯區-公有-軍功P,2,,,,,,,,,
08P0C0021C,北屯區-公有-臺中市中央公園地下P,1,經貿路一段入口、經貿路一段出口,24.18004,120.6583,1,210,,經貿路,,S
27P0C0012A,太平區-公所-祥順運動公園P,1,宜昌路87巷,24.13631,120.7125,1,,,宜昌路,,S
06P0C0015A,西屯區-公有-馬龍潭P,2,,,,,,,,,
02P0C0008A,東區-公有-信心P,2,,,,,,,,,
07P0C0006A,南屯區-公有-文昌P,1,文昌街出入口,24.13842,120.63614,1,,,文昌街,,E
06P0C0009A,西屯區-公有-同心P  ,1,黎明路三段出入口,24.179,120.63749,1,,,黎明路,,E
05P0C0005A,北區-公有-育樂P,1,育樂街出入口,24.15755,120.6918,3,,,育樂街,,E
08P0C0024A,北屯區-公有-(細廣兼停2)長富P,1,入口,24.17677,120.7302,1,,,松竹路,,E
27P0C0009A,太平區-公有-育賢P,1,育賢路出入口及育才路出入口,24.15815,120.71903,1,,605887B,育賢路,6058870600010B,W
09P0C0008A,豐原區-公有-葫蘆墩圳平面P6,2,,,,,,,,,
03P0C0002A,南區-公有-南平P,2,,,,,,,,,
09P0C0014A,豐原區-公有-博愛重劃區P11,1,南陽路488巷,24.24981,120.7217,2,,,無名,,N
02P0C0007A,東區-公有-東英P,1,東英八街,24.14157,120.70216,1,,,東英八街,,E
03P0M0001A,南區-公有-建國北P,1,台中市建國北路,24.12111,120.65087,1,,606533B,建國北路,6065330100020B,NE
05P0C0013A,北區-公有-新興P,1,精武路入口、精武路出口,24.14639,120.6848,3,,,精武路,,E
27P0C0007A,太平區-公有-長億P,1,台中市太平區長億里長義一街與長億路交叉口,24.1197,120.72128,1,,606347B,長億路,6063470100000B,NE
18P0C0001B,大雅區-公有-停一立體P,2,,,,,,,,,
04P0C0003B,西區-公有-大益立體P,1,精誠二十三街,24.14622,120.65659,1,,,精誠二十三街,,W
28P0C0016C,大里區-公有-國立興大附中地下P,1,益民路二段,24.10875,120.68382,1,,606728B,益民路,6067280000050B,N
10P0C0005B,東勢區-公所-綜合立體P,1,第三橫街,24.25571,120.8284,1,,,第三橫街,,W
24P0C0006C,大肚區-公所-大肚地下P,1,自治路,24.15171,120.54617,1,,,自治路,,E
09P0C0011A,豐原區-公有-葫蘆墩圳平面P9,2,,,,,,,,,
07P0C0018B,南屯區-公有-正心立體停車場,1,文心南二路,24.1359,120.64909,1,,,文心南二路,,W
06P0C0012A,西屯區-公有-忠義P  ,1,甘肅路一段出入口,24.16781,120.65751,1,,605510B,甘肅路,6055100300000B,SE
28P0C0017B,大里區-公有-東榮立體P,2,,,,,,,,,
08P0C0020A,北屯區-公有-雷中P,1,雷中街47巷,24.18272,120.66878,3,,,雷中街,,W
03P0C0003A,南區-公有-城隍P,1,建成路出入口,24.1273,120.67957,3,,,建成路,,SW
08P0C0004A,北屯區-公有-(細廣停2)中平P,1,臺中市北屯區敦化路二段719號,24.18529,120.66364,1,,,敦化路,,NE
28P0C0010A,大里區-公有-仁堤P,1,仁提二街出入口,24.09873,120.69959,3,,,仁堤二街,,NW
04P0C0007A,西區-公有-吉龍P,1,美村路一段,24.13236,120.6618,1,,606628B,美村路,6066280000080B,N
05P0C0014C,北區-公有-臺中公園地下P  ,2,,,,,,,,,
27P0C0002B,太平區-公有-中興立體P,1,永平路一段,24.13067,120.72064,1,,605409B,永平路,6054090200010B,SE
28P0C0008A,大里區-公有-國光花市P,1,德芳南路出入口,24.10385,120.68363,3,,,德芳南路,,SE
04P0C0004A,西區-公有-平和P,1,柳川西路二段,24.14073,120.67222,1,,,柳川西路,,W
04P0C0016C,西區-公有-忠明公園地下停車場,1,美村路52巷跟中美街交叉口,24.15379,120.66011,1,1.9,,美村路,,SE
08P0C0001A,北屯區-公有-(公49)新平公園附屬P,1,臺中市北屯區中平路783號,24.18593,120.66295,1,,604610B,中平路,6046100000050B,NW
06P0C0017A,西屯區-公有-細停二P,2,,,,,,,,,
06P0C0003A,西屯區-公有-下石碑P,1,順平路出入口,24.17669,120.66309,3,,607180B,順平路,6071800400020B,S
08P0C0010A,北屯區-公有-仁德P,1,昌平東三路,24.19045,120.68759,1,,606015B,昌平東二路,6060150000010B,N
28P0C0005A,大里區-公有-鳥竹圍公園P,2,,,,,,,,,
05P0C0018A,北區-公有-永興停車場,2,,,,,,,,,
08P0C0023A,北屯區-公有-(細廣停2)太和P,1,太和路二段出入口,24.16333,120.72522,1,,604984B,太和路,6049840000010B,N
05P0C0003A,北區-公有-中德P,1,太原五街,24.16587,120.66936,1,,,太原五街,,E
18P0C0002A,大雅區-公有-三和公園附屬P,1,龍善二街193巷出入口,24.21244,120.66524,1,300,,龍[善]二街,,N
27P0C0001A,太平區-公有-坪林森林附屬P,1,台中市太平區中山路2段401號,24.14866,120.73304,1,,,null,,S
07P0C0017A,南屯區-公有-豐樂P,1,豐偉路,24.1297,120.6445,1,,,豐偉路,,S
05P0C0004A,北區-公有-育強P,1,育樂街入口、育樂街出口,24.1574,120.69208,3,,,育樂街,,E
04P0C0014A,西區-公有-藍興P,1,大全街入口、大全街出口,24.1337,120.66881,3,,,大全街,,NE
04P0C0013A,西區-公有-廣民P,1,大明街,24.13917,120.67364,1,,,大明街,,NE
09P0C0004B,豐原區-公有-育英路立體P,1,育英路154巷入口、育英路154巷出口,24.24067,120.7147,3,,,育英路,,W
04P0C0010A,西區-公有-美村P,2,,,,,,,,,
06P0C0020A,西屯區-公有-朝馬P  ,1,青海南街,24.1729,120.6359,1,,,青海南街,,NW
03P0C0004C,南區-公有-健康公園地下P,1,忠明南路出入口,24.1192,120.66736,3,,,忠明南路,,W
07P0C0016A,南屯區-公有-豐功P,2,,,,,,,,,
08P0C0013C,北屯區-公有-民俗公園地下P,1,旅順路出入口,24.17436,120.68747,1,,606704B,旅順路,6067040600000B,W
27P0C0005A,太平區-公有-新光廣兼停四P,1,台中市太平區大源18街與環太東路旁,24.14239,120.72272,1,,,大源十八街,,W
08P0C0005A,北屯區-公有-(廣停66)新平P,1,自小客車計時方案,24.18508,120.66105,1,,,敦化路,,W
08P0C0026A,北屯區-公有-(廣兼停8)竹興P,1,入口,24.17588,120.7086,1,,606493B,南興東路,6064930400030B,S
28P0C0001C,大里區-公有-大里運動公園地下P,2,,,,,,,,,
08P0C0011A,北屯區-公有-天津P,2,,,,,,,,,
08P0C0017A,北屯區-公有-松榮P,1,松竹路及松竹二路口,24.182,120.7177,3,,606233B,松竹路,6062330200070B,E
28P0C0015A,大里區-公有-崇光P,1,西榮路出入口,24.11466,120.68617,3,,605805B,西榮路,6058050000010B,N
08P0C0028A,北屯區-公有-平德停車場,1,平德路100號旁,24.18443,120.67053,3,,605291B,平德路,6052910300010B,SE
28P0C0003A,大里區-公有-仁興P,1,國光路出入口,24.11645,120.6797,3,,606812B,國光路,6068120000000B,N
08P0C0012A,北屯區-公有-天祥P,1,天祥路,24.1614,120.69498,1,,,天祥街,,N
06P0C0021A,西屯區-公有-朝富P,1,市政北六路,24.16519,120.63871,1,,,市政北六路,,SE
02P0C0006A,東區-公有-旱溪P,1,旱溪街出入口,24.14088,120.70994,3,,605840B,旱溪街,6058400600070B,W
06P0C0024A,西屯區-公有-福順P  ,2,,,,,,,,,
07P0C0001A,南屯區-公有-三塊厝P,1,大墩十一街出入口(二處),24.14814,120.63258,3,,,大墩十一街,,E
06P0C0005A,西屯區-公有-大墩P,1,大墩P停車場出入口,24.15676,120.64784,1,,,大容東街,,NE
17P0C0002C,潭子-公有-國民暨兒童運動中心(B2層)停車場,1,勝利路出入口,24.20969,120.70102,3,,606977B,勝利路,6069770400030B,S
09P0C0015A,豐原區-公有-博愛重劃區P3、5,1,博愛街43巷,24.25108,120.72152,1,,,博愛街,,SW
27P0C0008A,太平區-公有-平安廣場P,1,台中市太平區平安里太平十街與中平九街口,24.12183,120.72137,1,,,中平九街,,NW
06P0C0025A,西屯區-公有-銀聯三村P,2,,,,,,,,,
05P0C0011A,北區-公有-建成P,1,東光路出入口,24.15524,120.69903,1,,,東光路,,N
28P0C0012A,大里區-公有-廣兼停五P   ,1,德芳南路出入口,24.10093,120.68967,1,,,德芳南路,,SE
02P0M0001A,東區-公有-大智北機車P,1,臺中市東區新庄里大智北路與復興路交叉口,24.13665,120.68788,3,,,大智北路,,S
09P0C0005A,豐原區-公有-葫蘆墩圳平面P3,2,,,,,,,,,
06P0C0018B,西屯區-公有-惠來立體P,2,,,,,,,,,
06P0C0022A,西屯區-公有-福安P,1,福安停車場出入口,24.18596,120.61604,3,,,福科路,,SE
03P0C0009A,南區-公有-德義P,1,有恆街出入口,24.12813,120.67712,3,,,有恆街,,NW
04P0C0001A,西區-公有-(細停178)自立P,1,自立街出入口,24.13949,120.6717,1,,,自立街,,NW
04P0C0012C,西區-公有-萬壽棒球場附屬地下P,2,,,,,,,,,
18P0C0003A,大雅區-公有-停四P,1,神林南路146巷口,24.22534,120.65613,1,,,神林南路,,SW
07P0C0014A,南屯區-公有-黎明P,1,干城街,24.15193,120.63041,1,,,干城街,,W
11P0C0001A,大甲區-公有-文武P,1,入口,24.34555,120.6265,1,,605099B,文武路,6050990700070B,W
28P0C0004A,大里區-公有-大新P,2,,,,,,,,,
06P0C0010A,西屯區-公有-何厝P,1,何厝停車場四川路出入口,24.16273,120.65343,3,,605237B,四川路,6052370700000B,NW
06P0C0029A,西屯區-公有-惠中停車場(B區),1,惠中路,24.16532,120.64679,1,,,惠中路,,SW
08P0C0022A,北屯區-公有-(廣兼停5)祥和P,1,入口,24.16529,120.7325,1,,606525B,建和路,6065250500020B,SW
11P0C0003A,大甲區-公有-經國路P,1,台中市大甲區經國路888號台電旁,24.35579,120.62028,3,,607358B,經國路,6073580100060B,NE
09P0C0007A,豐原區-公有-葫蘆墩圳平面P5,2,,,,,,,,,
03P0C0010A,南區-公有-樹德P,1,德吉街出入口,24.11845,120.6541,3,,,德吉街,,SE
05P0C0009A,北區-公有-金華P,1,興進路,24.15577,120.69154,1,,607794B,興進路,6077940200010B,E
02P0C0005B,東區-公有-干城立體P,2,,,,,,,,,
03P0C0007A,南區-公有-崇倫公園附設P,1,南屯路出入口,24.13365,120.65824,1,,,南屯路,,W
27P0C0006A,太平區-公有-新光廣停八P,1,台中市太平區育賢路與立功路口,24.1589,120.71544,1,,607291B,新興路,6072910600040B,W
07P0C0009A,南屯區-公有-春安P,1,春安三街,24.13571,120.60752,1,,,春安三街,,E
28P0C0007A,大里區-公有-公六公園P,1,永隆六街出入口,24.11274,120.6734,3,,,永隆六街,,E
07P0C0011A,南屯區-公有-惠文P,2,,,,,,,,,
06P0C0011A,西屯區-公有-協和P  ,2,,,,,,,,,
27P0C0004A,太平區-公有-新光廣兼停一P,1,太興路出入口,24.16245,120.7072,1,,,太興路,,E
09P0C0003A,豐原區-公有-田心路平面P,1,田心路二段267南巷出入口,24.23645,120.72319,1,,,田心路,,NE
05P0C0002A,北區-公有-中賓P,2,,,,,,,,,
07P0C0004C,南屯區-公有-大墩國中地下P,1,河南路四段出入口,24.1452,120.63911,3,,606261B,河南路,6062610000070B,N
26P0C0001C,霧峰區-公所-本堂公園地下P,1,成功路出入口,24.05954,120.69952,1,,,成功路,,S
06P0C0019A,西屯區-公有-惠順P,2,,,,,,,,,
06P0C0031A,西屯區-公有-中央公園南側P,2,,,,,,,,,
09P0C0002A,豐原區-公有-中陽路平面P,1,中陽路出入口,24.24925,120.7363,1,,604714B,中陽路,6047140200040B,NE
06P0C0001B,西屯區-公有-(停71)漢口立體P,2,,,,,,,,,
08P0C0006A,北屯區-公有-三光P,1,北屯路出入口,24.16859,120.69645,3,,605172B,北屯路,6051720400050B,SW
28P0C0011A,大里區-公有-立新社區P,1,甲堤三街,24.1064,120.69742,3,,,甲堤三街,,E
05P0C0007A,北區-公有-東欣P,1,柳川西路四段出入口,24.15339,120.6791,3,,606582B,柳川西路,6065820100020B,N
08P0C0027A,北屯區-公有-(廣停5)同榮P,1,新興路191巷出入口,24.1986,120.6645,1,,,新興路,,NW
02P0C0009B,東區-公有-南京立體P,1,南京路出入口,24.14012,120.6906,1,,606454B,南京路,6064540200010B,E
47940406,林默娘停車場,2,,,,,,,,,
85744208,崇善路龍山停車場,2,,,,,,,,,
88909858,復興停車場,1,復興路出入口,22.99876,120.24442,1,,,,,
85766482-2,南科西側停車場,2,,,,,,,,,
47940378,水景停車場,1,水景出入口,22.99944,120.15813,1,,,,,
47847561,新營綠都心停車場,1,中正路出入口,23.30975,120.31607,1,,,,,
81290486,長榮崇明停車場,1,長榮路出入口,22.9826,120.21621,1,,,,,
47862936,公園南路停車場,1,海安路出入口,23.00235,120.2004,1,,,,,
40814707,東光路地下停車場,1,東光路出入口,22.99233,120.22912,1,,,,,
89022098,新市富中停車場,1,富中街出入口,23.08307,120.29348,1,,,,,
97100722,臺南航空站旅客停車場,1,機場路出入口,22.94756,120.21636,1,,,,,
47931027,北安停車場,1,北安路一段出入口,23.01725,120.20898,1,,,,,
54555420,海安地下停車場,1,民生路出入口,22.995,120.1964,1,,,,,
88908324,目加溜灣橋下停車場,1,目加溜灣大道與善新西路交叉路口,23.11994,120.30459,1,,,,,
81401856,裕文停車場,1,裕文路出入口,22.98222,120.24578,1,,,,,
81339426,泉南里停車場,1,府前路出入口,22.98301,120.21601,1,,,,,
85585519,永福停車場,1,健康路出入口,22.98132,120.18956,1,,,,,
88908318,臺鐵南科車站西側(第二區)停車場,2,,,,,,,,,
81401820,華平二停車場,1,華平路出入口,22.99407,120.17547,1,,,,,
37709940,五都停車場高鐵台南二站,1,高鐵一路出入口,22.92227,120.28284,1,,,,,
81290514,東橋八街停車場,1,東橋八街出入口,23.02071,120.23356,1,,,,,
47911795,崇明E37停車場,1,崇明五街出口,22.97996,120.21731,1,,,,,
81319364,水交社停車場,1,興昌路53巷出入口,22.97607,120.19894,1,,,,,
81401841,立德停車場,1,立德街出入口,24.13358,120.68708,1,,,,,
89038628,友愛街機車停車場,1,友愛街出入口,22.99101,120.20587,1,,,,,
81386285,永康大橋後站停車場,1,中華路893巷口,23.01916,120.22387,1,,,,,
81946029,兵仔市停車場,1,中華出入口,23.00395,120.22474,1,,,,,
47940399-2,港濱停車場 (第二區),1,港濱出入口,22.99486,120.16338,1,,,,,
81290471,民生路停車場,1,民權路出入口,22.99892,120.18781,1,,,,,
85567580,興濟二站停車場,1,成功路出入口,22.99748,120.20519,1,,,,,
81496017,五都停車場台南車寶貝站,2,,,,,,,,,
10740980,建業停車場,1,建業街出入口,22.98786,120.20556,1,,,,,
89021751,台南府連停車場,1,大同路一段出入口,22.98394,120.21198,1,,,,,
47862942,西門育賢停車場,1,西門路出入口,23.01533,120.20931,1,,,,,
88915991,善化中正停車場,1,光明出入口,23.13054,120.29167,1,,,,,
47911818,和平公園停車場,1,文化路出口,22.9777,120.23221,1,,,,,
81613227,台南健康停車場,1,健康路出入口,22.98207,120.19223,1,,,,,
47847561-A,大宏社區停車場,1,中正路出入口,23.30795,120.31712,1,,,,,
47927760,關聖里停車場,3,裕強街出入口,22.98561,120.24068,1,,,,,
40856918,廣二機車停車場,2,,,,,,,,,
47927776,台南南一停車場,1,民族路一段出入口,22.99384,120.21553,1,,,,,
89050713,平實公園地下停車場,1,平實路出入口,22.99275,120.2364,1,,,,,
88864091,成大勝利停車場,1,長榮入出入口,22.99283,120.22126,1,,,,,
47940383,億載停車場,2,,,,,,,,,
47939674,大學路(社E2)停車場,3,大學路(社E2)機車出入口,22.99562,120.21651,1,,,,,
47885804,萬昌停車場,1,萬昌街出入口,22.99111,120.21053,1,,,,,
85766716-2,富安三街停車場,2,,,,,,,,,
37695615,五都停車場高鐵台南站,3,機車出入口,22.92632,120.28331,1,,,,,
85766716-1,富中街停車場,2,,,,,,,,,
47885810,環河停車場,3,環河街出入口,22.99314,120.19213,1,,,,,
47911839,德光公園停車場,1,崇德路出口,22.98029,120.21965,1,,,,,
89049982,台南會展中心停車場,1,歸仁18路出入口,22.92013,120.28639,1,,,,,
47931011,西華停車場,1,西華街出入口,22.99964,120.21074,1,,,,,
81320382,大學路社E1停車場,1,大學路出入口,22.99613,120.21574,1,,,,,
37621369,高鐵橋下台南停車場,2,,,,,,,,,
88908204,LM陽光電城停車場,1,龍目井路北側,23.10965,120.30657,1,,,,,
85766482-1,南科東側停車場,2,,,,,,,,,
88909843,復華一街停車場,1,復華一街出入口,23.00533,120.24504,1,,,,,
89050734,大道停6停車場,1,北門路出入口,23.00947,120.21571,1,,,,,
89050740,北園公兒停車場,1,北園街114巷出入口,23.01315,120.22463,1,,,,,
81305474,永福路停車場,1,永福路出入口,22.98965,120.20012,1,,,,,
47940399-1,港濱停車場 (第一區),2,,,,,,,,,
47882362,榮譽街停車場,1,榮譽街127巷出入口,22.97628,120.21911,1,,,,,
89050973,中華路58巷停車場,1,中華路58巷出入口,23.00241,120.23734,1,,,,,
89050848,運河星鑽停車場,1,金華新路出入口,22.99447,120.18851,1,,,,,
81305489,民族路停車場,2,,,,,,,,,
47941279,永華停車場,2,,,,,,,,,
096,石牌國小地下停車場,1,石牌國小地下停車場,25.11461,121.51312,255,2.0999999046325684,,,,
097,海光公園地下停車場,1,葫蘆街,25.08081,121.50858,255,2,,,,
025,古亭國中地下停車場,1,古亭國中地下停車場,25.02442,121.51055,1,1.899999976158142,,,,
119,大龍國小地下停車場,1,哈密街45巷,25.07409,121.5173,255,2.0999999046325684,,,,
043,興中立體停車場,1,興中路44巷,25.05599,121.60617,255,1.899999976158142,,,,
041,忠信地下停車場,1,忠信地下停車場,25.04041,121.56778,1,1.7999999523162842,,,,
042,建成國中地下停車場,1,南京西路18巷28弄,25.05083,121.51966,255,1.7999999523162842,,,,
120,世貿公園地下停車場,1,世貿公園地下停車場,25.05791,121.61541,1,2.0999999046325684,,,,
007,萬華國中地下停車場,1,西藏路,25.02954,121.49954,255,2.0999999046325684,,,,
032,西松高中地下停車場,1,西松高中地下停車場,25.05581,121.56588,1,1.7999999523162842,,,,
027,景華公園地下停車場,1,景華公園地下停車場,24.99526,121.54378,1,1.899999976158142,,,,
023,民權公園地下停車場,1,民權東路四段,25.06214,121.55877,255,1.7999999523162842,,,,
100,臺北榮民總醫院地面停車場,1,七星公園地下停車場,25.13673,121.50209,255,2.5999999046325684,,,,
075,中崙高中地下停車場,1,中崙高中地下停車場,25.05001,121.56116,1,2.0999999046325684,,,,
089,春光公園地下停車場,1,林口街,25.04241,121.58105,255,1.7999999523162842,,,,
105,玉成國小地下停車場,1,昆陽街,25.05312,121.59256,255,10000,,,,
124,社子國小地下停車場,1,社子國小地下停車場,25.09097,121.50256,1,2.0999999046325684,,,,
002,松壽廣場地下停車場,1,松壽廣場地下停車場,25.03714,121.56628,1,1.7999999523162842,,,,
069,青年公園棒球場地下停車場,1,青年公園棒球場地下停車場,25.02354,121.50327,1,1.7999999523162842,,,,
048,信義廣場地下停車場,1,信義廣場地下停車場,25.03314,121.56581,1,1.7000000476837158,,,,
079,僑安地下停車場,1,忠孝東路四段,25.04063,121.55665,255,2.200000047683716,,,,
022,五分埔公園地下停車場,1,五分埔公園地下停車場,25.04662,121.58044,1,1.7999999523162842,,,,
020,百齡高中地下停車場,1,百齡高中地下停車場,25.08615,121.52399,1,1.7999999523162842,,,,
372,八德立體停車場,1,八德立體停車場,25.04971,121.57171,1,2.0999999046325684,,,,
080,龍門國中地下停車場,1,龍門國中地下停車場,25.02349,121.53862,1,1.899999976158142,,,,
165,玉成公園地下停車場,1,成福路,25.04223,121.58716,255,2.0999999046325684,,,,
001,府前廣場地下停車場,1,松壽路,25.03601,121.56316,255,1.7999999523162842,,,,
034,辛亥國小地下停車場,1,辛亥國小地下停車場,25.00627,121.55862,1,1.7999999523162842,,,,
059,市民大道(林金段),1,林金段,25.0466,121.52789,255,1.7999999523162842,,,,
056,大安森林公園地下停車場,1,信義路三段,25.03342,121.53574,255,2.0999999046325684,,,,
114,景美國小地下停車場,1,景美國小地下停車場,24.98869,121.54027,1,2.0999999046325684,,,,
128,萬興國小地下停車場,1,萬興國小地下停車場,24.9895,121.57685,255,2.0999999046325684,,,,
093,建成公園地下停車場,1,建成公園地下停車場,25.05398,121.51838,1,1.7999999523162842,,,,
106,蓬萊國小地下停車場,1,蓬萊國小地下停車場,25.05655,121.51626,1,2.0999999046325684,,,,
109,湖興立體停車場,1,,25.06755,121.59033,255,2,,,,
073,林森公園地下停車場,1,林森公園地下停車場,25.05244,121.52597,1,2.0999999046325684,,,,
082,永盛公園地下停車場,1,永盛公園地下停車場,25.05916,121.52469,1,2.4000000953674316,,,,
044,青年公園高爾夫球場地下停車場,1,青年公園高爾夫球場地下停車場,25.02377,121.50778,1,2,,,,
053,民生立體停車場,1,民生東路五段,25.05847,121.55945,255,1.7999999523162842,,,,
113,興隆公園地下停車場,1,仙岩路,25.00067,121.55118,255,2.0999999046325684,,,,
090,萬板地下停車場,1,萬板地下停車場,25.02863,121.49126,1,2.0999999046325684,,,,
005,立農公園地下停車場,1,承德路七段,25.11813,121.50299,255,1.7999999523162842,,,,
040,健康國小地下停車場,1,健康國小地下停車場,25.05653,121.56235,1,2.0999999046325684,,,,
029,東湖國小地下停車場,1,東湖路,25.06839,121.61599,255,1.7999999523162842,,,,
195,新糖廍公園地下停車場,1,新糖廍公園地下停車場,25.03363,121.49454,1,2.0999999046325684,,,,
098,港富立體停車場,1,港墘路,25.08061,121.57833,255,2,,,,
052,民生社區活動中心地下停車場,1,民生東路五段137巷4弄,25.0598,121.56263,255,1.7000000476837158,,,,
003,臺北市災害應變中心地下停車場,1,臺北市災害應變中心地下停車場,25.02873,121.56611,255,2.0999999046325684,,,,
188,松山車站地下停車場,1,松隆路,25.04811,121.57841,255,2.700000047683716,,,,
071,朝陽公園地下停車場,1,重慶北路二段,25.05613,121.5137,255,1.7999999523162842,,,,
028,松山高中地下停車場,1,松山高中地下停車場,25.04407,121.56407,1,1.7999999523162842,,,,
055,市民大道(塔城段),1,市民大道(塔城段),25.0505,121.50982,255,1.7999999523162842,,,,
039,社園立體停車場,1,延平北路六段,25.08957,121.50607,255,1.5,,,,
