CarParkID,CarParkName_Zh_tw,HasInvoice,InvoiceType_DuplicateUniform,InvoiceType_TriplicateUniform,InvoiceSupport_BANPrinted,InvoiceSupport_Donation,HasEInvoice,HasEInvoiceCarrier,EInvoiceCarrierType_Generic,EInvoiceCarrierType_SmartCard,EInvoiceCarrierType_CreditCard,EInvoiceCarrierType_DebitCard,EInvoiceCarrierType_MemberCard,EInvoiceCarrierType_DonationCode,PaymentProcess_PayAndDisplay,PaymentProcess_PayByPrepaidToken,PaymentProcess_PayAtExitBoothManualCollection,PaymentProcess_PayAtMachineOnFootPriorToExit,PaymentProcess_PayBySmartCard,PaymentProcess_PayByMobile,PaymentProcess_PayByEtag,PaymentProcess_Others,PaymentMethod_Cash,PaymentMethod_CreditCard,PaymentMethod_SmartCard,PaymentMethod_ETC,PaymentMethod_MobilePayment,PaymentMethod_Token,PaymentMethod_Others,SmartCard_EasyCard,SmartCard_IPASS,SmartCard_ICash,SmartCard_HappyCash,PaymentDescription,HasTicketingMachine,TicketingMachine_DisabledFriendly,HasTicketingValidator,TicketingValidatorType_Contactless,TicketingValidatorType_Magnetic,TicketingValidatorType_NFC,TicketingValidatorType_RFID,TicketingValidatorType_Others
MIA007,苗栗市停十停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA008,苗栗市停十五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA001,苗栗中正站停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA006,苗栗市停八停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA017,富山中山路停車場,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,現金、etag支付,1,1,1,1,1,1,1,1
MIA017,富山中山路停車場,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,現金、etag支付,1,1,1,1,1,1,1,1
MIA007,苗栗市停十停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA012,大同國小地下停車場,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
MIA005,苗栗市停五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA008,苗栗市停十五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA005,苗栗市停五停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA019,聯永客家委員會停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,無,1,1,1,1,1,1,1,1
MIA012,大同國小地下停車場,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
MIA003,苗栗市停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,現金,1,1,1,1,1,1,1,1
MIA012,大同國小地下停車場,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
MIA006,苗栗市停八停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA013,Times苗栗莊敬街停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,可現金支付,1,1,0,0,0,0,0,0
MIA010,南庄遊客中心停車場,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,本停車場可行動支付、信用卡,1,1,1,1,0,1,1,1
MIA007,苗栗市停十停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA022,叭叭房光華停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,0,0,0,0,0,0
MIA012,大同國小地下停車場,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
MIA006,苗栗市停八停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
MIA006,苗栗市停八停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,1,1,0,0,0,1,0,0
MIA019,聯永客家委員會停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,無,0,1,0,0,0,0,0,0
MIA011,竹南國中地下停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
MIA030,叭叭房廣停四停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA019,聯永客家委員會停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,無,0,1,1,1,1,1,1,1
MIA007,苗栗市停十停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA004,苗栗市停四停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA029,叭叭房文林停車場,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,0,0,0,0,0,0
MIA027,叭叭房民生停車場,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,0,0,0,0,0,0,0
MIA004,苗栗市停四停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
MIA028,叭叭房廣停十五停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,0,0,0,0,0
MIA001,苗栗中正站停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
cmh923,中山停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
NAN_008,東埔停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
tsa004,草屯鎮公有零售市場地下停車場(市一停車場),0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
cmh923,中山停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
cmh923,中山停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
tsa004,草屯鎮公有零售市場地下停車場(市一停車場),0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,1,1,1,1
jiji001,集集鎮公所集集國小地下停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,僅使收現金,0,0,1,1,1,1,1,1
cmh923,中山停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,1,1,1,1,1,1,1,1
tsa003,草鞋墩停二立體停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機現金繳費,1,0,0,0,0,0,0,0
NAN_002,草屯鎮公有草鞋墩多目標使用立體停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,0,1,1,0
tsa001,草屯鎮大成街停車場,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,0,0,0,0,0,0
NAN_008,東埔停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,1,1,1,1,1,1,1,1
tsa002,草屯鎮中正路臨時停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,0,0,0,1,0,0
cmh923,中山停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
NAN_009,竹山鎮梯子吊橋公有停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,1,1,1,1,1,1,1,1
tsa002,草屯鎮中正路臨時停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,0,0,0,1,0,1
tsa004,草屯鎮公有零售市場地下停車場(市一停車場),0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
NAN_008,東埔停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
NAN_009,竹山鎮梯子吊橋公有停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
exfop02,第二停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金支付,0,1,0,0,0,0,0,0
tsa003,草鞋墩停二立體停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機現金繳費,1,0,1,1,1,1,1,1
tsa003,草鞋墩停二立體停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,繳費機現金繳費,1,1,1,1,1,1,1,1
NAN_003,埔里鎮仁愛立體停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,0,1,1,0
NAN_009,竹山鎮梯子吊橋公有停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
tsa003,草鞋墩停二立體停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,繳費機現金繳費,1,0,0,0,0,0,0,0
NAN_003,埔里鎮仁愛立體停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,0,1,1,0
NAN_009,竹山鎮梯子吊橋公有停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
exfop01,第一停車場,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,0,0,0,0,0,0
tsa004,草屯鎮公有零售市場地下停車場(市一停車場),0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,1,1,1,0,0,0,0
NAN_009,竹山鎮梯子吊橋公有停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
cmh923,中山停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
NAN_004,婦幼館附設停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
jiji001,集集鎮公所集集國小地下停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅使收現金,0,0,0,0,0,0,0,0
NAN_005,南投縣政府地下停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
PT0007,幸福公園停車場,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,現金、一卡通、悠遊卡、LINE PAY,1,1,0,1,0,1,1,1
PT0015,自由延平停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,現金 電子支付,1,1,0,0,0,0,0,0
PT0005,機場北路路外停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,現金,0,0,0,0,0,0,0,1
PT0009,屏菸1936文化基地立體停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1, 一卡通,1,1,1,1,1,1,1,1
PT0008,信義路立體停車場,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、一卡通、悠遊卡、line pay,1,1,1,0,0,1,1,0
PT0004,自由路外停車場,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,現金,0,0,0,0,0,0,0,1
PT0014,東港鎮中山路平面式路外停車場,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,本停車場可使用現金、電子票證支付,1,1,1,1,1,1,1,1
PT0016,東港漁港停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用行動支付與信用卡,1,1,0,0,0,0,0,0
PT0004,自由路外停車場,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,現金,0,0,0,0,0,0,0,1
PT0009,屏菸1936文化基地立體停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0, 一卡通,1,1,1,1,1,0,1,1
PT0012,東港中山路立體停車場,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、一卡通、悠遊卡、LINE PAY,1,1,1,1,0,1,0,0
PT0017,潮州車站停車場,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,本停車場可使用一卡通、悠遊卡,1,1,1,0,1,0,1,1
PT0010,民生路立體停車場,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用現金、行動支付及線上繳費,1,1,1,1,1,1,1,1
PT0013,恆春立體停車場,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、一卡通、悠遊卡、LINE PAY,1,1,1,1,0,1,0,0
PT0011,仁愛路地下立體停車場,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,現金、一卡通、悠遊卡、LINE PAY,1,1,1,1,0,1,1,0
PT0018,屏東榮民總醫院東側路外停車場,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,"本停車場可使用LINEPAY,悠遊卡,一卡通及現金支付",1,1,0,1,0,1,1,1
PT0001,縣府立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,現金及一卡通,1,0,1,1,1,0,0,0
PT0003,勝利星村路外停車場,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,現金,0,0,0,0,0,0,0,0
PT0002,中華立體停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,無,1,1,1,0,1,0,1,0
PT0002,中華立體停車場,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,無,1,1,1,0,1,0,1,0
PT0014,東港鎮中山路平面式路外停車場,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,本停車場可使用現金、電子票證支付,1,1,1,1,1,1,1,0
PT0006,和平路路外停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,現金,0,0,0,0,0,0,0,1
04P0C0015A,西區-公有-雙龍P,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,0,0,0
09P0C0010A,豐原區-公有-葫蘆墩圳平面P8,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,本停車場可使用ETC代扣及票證支付,1,0,1,0,1,0,0,1
11P0C0002A,大甲區-公有-停三P,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,現金 信用卡 多元支付,1,1,1,1,0,1,0,0
06P0C0013B,西屯區-公有-東興立體P,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,線上支付,1,1,1,1,0,1,0,1
09P0C0016C,豐原區-公有-富春國小地下P,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,本停車場可使手行動支付、信用卡、現金等多元方式付費,1,1,1,1,0,1,1,1
08P0C0029A,北屯區-公有-永和巷公園附屬停車場,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,可使用多元支付、線上繳費,1,1,1,1,1,1,1,1
08P0C0029A,北屯區-公有-永和巷公園附屬停車場,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,可使用多元支付、線上繳費,1,1,1,1,1,1,1,1
02P0C0001A,東區-公有-(停37)忠孝P,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,本停車場可使用ETC代扣及票證支付,1,0,1,1,1,0,0,1
28P0C0014A,大里區-公有-廣兼停八P   ,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,支援電子支付及行動支付,1,1,0,1,0,0,0,1
05P0C0017A,北區-公有-大湖停車場,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,本停車場可使用電子支付,1,1,1,1,0,0,0,1
04P0C0002A,西區-公有-土庫P,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,本停車場可使用現金、電子票證、行動支付、ETAG等,1,1,1,1,1,0,1,0
07P0C0010A,南屯區-公有-馬祖P,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用現金、電子票證、行動支付等,1,1,0,1,0,0,0,1
07P0C0012A,南屯區-公有-新厝P,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,本停車場可使用電子支付.手機行動支付.現金,1,1,0,1,0,0,0,0
05P0C0001A,北區-公有-山西P,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,本停車場可使用現金,1,1,0,0,0,0,0,0
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,本停車場可使用現金,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,本停車場可使用現金,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,本停車場可使用現金,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,本停車場可使用現金,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,本停車場可使用現金,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,本停車場可使用現金、電子票證,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,本停車場可使用現金、電子票證,1,1,1,1,1,1,1,1
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,本停車場可使用現金、電子票證,1,1,1,1,1,0,0,0
05P0C0001A,北區-公有-山西P,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,本停車場可使用現金、電子票證,1,1,1,1,1,0,0,0
02P0C0010A,東區-公有-精武東P,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,支援電子支付及行動支付,1,1,1,0,0,0,0,1
03P0C0012A,南區-公有-城隍機車停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
03P0C0012A,南區-公有-城隍機車停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
03P0C0012A,南區-公有-城隍機車停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
03P0C0012A,南區-公有-城隍機車停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,現金,1,1,0,1,0,1,1,1
28P0C0013A,大里區-公有-廣兼停六P   ,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,支援電子支付及行動支付,1,1,0,1,0,0,0,1
09P0C0001A,豐原區-公有-大明路中興P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,"本停車場可使用一卡通,悠遊卡,及LINEPAY支付",1,1,0,1,0,0,0,1
08P0C0009A,北屯區-公有-中興網球附設P,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,本停車場可使用行動支付、多卡通、現金繳費,1,1,1,1,1,1,0,0
08P0C0016A,北屯區-公有-松竹P,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,本停車場可使用現金,1,1,0,0,0,0,0,0
06P0C0007A,西屯區-公有-太原P,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
