CarParkID,CarParkName_Zh_tw,HasInvoice,InvoiceType_DuplicateUniform,InvoiceType_TriplicateUniform,InvoiceSupport_BANPrinted,InvoiceSupport_Donation,HasEInvoice,HasEInvoiceCarrier,EInvoiceCarrierType_Generic,EInvoiceCarrierType_SmartCard,EInvoiceCarrierType_CreditCard,EInvoiceCarrierType_DebitCard,EInvoiceCarrierType_MemberCard,EInvoiceCarrierType_DonationCode,PaymentProcess_PayAndDisplay,PaymentProcess_PayByPrepaidToken,PaymentProcess_PayAtExitBoothManualCollection,PaymentProcess_PayAtMachineOnFootPriorToExit,PaymentProcess_PayBySmartCard,PaymentProcess_PayByMobile,PaymentProcess_PayByEtag,PaymentProcess_Others,PaymentMethod_Cash,PaymentMethod_CreditCard,PaymentMethod_SmartCard,PaymentMethod_ETC,PaymentMethod_MobilePayment,PaymentMethod_Token,PaymentMethod_Others,SmartCard_EasyCard,SmartCard_IPASS,SmartCard_ICash,SmartCard_HappyCash,PaymentDescription,HasTicketingMachine,TicketingMachine_DisabledFriendly,HasTicketingValidator,TicketingValidatorType_Contactless,TicketingValidatorType_Magnetic,TicketingValidatorType_NFC,TicketingValidatorType_RFID,TicketingValidatorType_Others
Cyhg06,公有免費停車場（朴子五路、祥和二路）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
Cyhg06,公有免費停車場（朴子五路、祥和二路）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
Puzi05,廣停八停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
STO002,停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,免費,1,1,1,1,1,1,1,1
STO002,停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,1,1,1,1,1,1,1,1
STO002,停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
STO002,停一停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
STO002,停一停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
STO002,停一停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
STO002,停一停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
STO002,停一停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
STO002,停一停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
CYHG03,府前地下停車場,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金付款,1,1,1,0,1,0,0,0
Puzi04,廣停五停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
Puzi04,廣停五停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,1,1,1,1,1,1
STO005,水上鄉停（四）停車場,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,1,1,1,1,1,1,1,1
P08,布袋港第三停車場,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,1,0,1,0,0,0
Puzi02,廣停六停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
Puzi02,廣停六停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
BD02,公有免費停車場（布袋文創對面停車場）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
BD02,公有免費停車場（布袋文創對面停車場）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,免費,0,0,0,0,0,0,0,0
P15,嘟嘟房高鐵嘉義站,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,現金、行動支付,1,1,1,1,1,1,1,1
HSZ_CH,赤土崎地下停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,現金.電子票證 .代幣.信用卡.ETC帳戶,1,1,1,1,1,1,1,1
AG,東大陸橋停車場-中華站,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,本停車場可使用悠遊卡付費,1,1,1,1,1,1,1,1
HSZ_ZO,動物園地下停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,現金及悠遊卡,1,1,1,1,1,1,1,1
HSZ_NO,北區行政大樓地下停車場,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用悠遊卡繳費,1,1,0,1,0,0,0,0
96,延平停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,現金、悠遊卡,1,1,0,0,0,0,0,0
A5,稅務大樓地下停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,無,1,1,1,0,0,0,0,0
HSZ_ML,明志書院停車場,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,現金及悠遊卡,1,1,1,1,1,1,1,1
HSZ_NA,南門機械停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,1,1,1,1,1,1
HSZ_RA,後站機車第二停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,本場可使用現金、悠遊卡,1,1,1,0,1,0,0,1
AA,頂竹圍地下停車場,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,現金 電子票證,1,1,0,0,0,0,0,0
AD,生命園區第一停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,現金  電子票證,1,1,1,1,1,1,1,1
HSZ_QL,青草湖立體停車場,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,現金 *  信用卡 *電子票證,1,1,0,1,0,1,0,0
HSZ_CH,赤土崎地下停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,現金.電子票證 .代幣.信用卡.ETC帳戶,1,1,1,1,1,1,1,1
AG,東大陸橋停車場-中華站,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用悠遊卡付費,1,1,1,0,1,0,0,0
AH,東大陸橋停車場-中央站,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用悠遊卡付費,1,1,1,0,1,0,0,0
HSZ_FU,府後地下停車場,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,可使用悠遊卡,1,1,0,0,0,0,0,0
HSZ_NI,牛埔地下停車場,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,可使用悠遊卡,1,1,0,0,0,0,0,0
AG,東大陸橋停車場-中華站,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用悠遊卡付費,1,1,1,0,1,0,0,0
HSZ_MI,民富機械停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金,0,1,1,1,1,1,1,1
AB,新科國中地下停車場 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,現金、悠遊卡,1,1,0,0,0,0,0,0
HSZ_CH,赤土崎地下停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,現金.電子票證 .代幣.信用卡.ETC帳戶,1,1,1,1,1,1,1,1
HSZ_MN,南大路機車停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,本場可使用現金、悠遊卡,1,1,1,0,1,0,0,1
HSZ_NI,牛埔地下停車場,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,可使用悠遊卡,1,1,0,0,0,0,0,0
AD,生命園區第一停車場,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,現金  電子票證,1,1,1,1,1,1,1,1
AI,竹光國民運動中心地下2樓及3樓停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用悠遊卡付費,1,1,1,0,1,0,0,0
HSZ_MP,明湖公園平面停車場,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,現金* 悠遊卡,1,1,0,1,0,1,0,0
57,火車站後站(一、二、三、四)汽車停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,本停車場可使用現金、悠遊卡,1,1,1,0,1,0,0,1
AI,竹光國民運動中心地下2樓及3樓停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,本停車場可使用悠遊卡付費,1,1,1,1,1,1,1,1
44,停七停車場,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,現金、悠遊卡,1,1,1,0,0,0,0,0
ZH,中正市場停車場,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,現金 電子票證,1,1,1,1,1,1,1,1
HSZ_LA,勞山新村機車停車場,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,本場可使用現金、悠遊卡,1,1,1,0,1,0,0,1
HSZ_CH,赤土崎地下停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,現金.電子票證 .代幣.信用卡.ETC帳戶,1,1,1,1,1,1,1,1
A00022,佛教慈濟醫療財團法人花蓮慈濟醫院停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,1,1,1,1,1,1,1,1
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,本場只接現金,1,1,1,1,1,1,1,1
A00032,建程自由街停車場,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,現金支付,1,1,0,0,0,0,0,0
A00050,國富二街停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
A00048,博客停車場寶雅吉安場,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場現金支付,1,1,1,0,0,0,0,0
A00021,花蓮壽豐車站停車場,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,Line pay 街口,1,1,0,1,0,0,0,1
A00070,吉安站前停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
A00016,P&P停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場使用票卡於離場前至自動繳費機繳款後方可離場,1,1,1,0,0,0,0,0
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場只接現金,0,1,1,1,1,1,1,1
A00072,好樂停 HAPPY PARKING–忠孝停車場,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,本停車場使用USPACE APP 線上支付,0,1,0,0,0,0,0,1
A00038,花蓮民德一停車場,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,本停車場限使用悠遊卡刷卡進出,0,0,1,1,0,0,0,0
A00067,市八十三街停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,月租停車場(現金或是轉帳付款),0,0,0,0,0,0,0,0
A00018,彪吉利停場車(國民段469號),1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,現金交易,1,1,1,0,1,0,0,0
A00013,明禮路停車場,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本場僅收現金,1,1,0,0,0,0,0,0
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場提供現金付款,0,0,1,1,1,1,1,1
A00065,花蓮文化創意產業園區停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00034,停好停滿停車場中華國小站,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場暫未開放第三方支付。,1,0,0,0,0,0,0,0
A00035,林森停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,現金付款,1,1,0,0,0,0,0,1
A00079,城中大樓停車場,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,只可使用現金,1,1,0,0,0,0,0,0
A00036,統冠重慶店停車場,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,0,0,0,0,0,1
A00016,P&P停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場使用票卡於離場前至自動繳費機繳款後方可離場,1,1,1,1,1,1,1,1
A00030,吉安仁里立體停車場,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,本場僅收現金,1,1,1,1,1,1,1,1
A00060,福品旅店停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,本停車場可用現金、信用卡繳付停車費,0,0,0,0,0,0,0,1
A00067,市八十三街停車場,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,月租停車場(現金或是轉帳付款),0,0,1,1,1,1,1,1
A00004,後火車站機車停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場提供現金付款,1,1,1,0,0,0,0,0
A00068,花蓮富國停車場,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,悠遊卡付費,0,0,1,0,1,1,1,1
A00049,花蓮市公園三民站,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,本停車場僅供現金繳費,1,1,0,0,0,0,0,0
A00002,永發停車場-東洋站,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場可使用現金繳費,1,1,0,0,0,0,0,0
A00002,永發停車場-東洋站,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,本停車場可使用現金繳費,1,1,1,1,1,1,1,1
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場只接現金,1,1,1,1,1,1,1,1
A00080,鉄道商圈停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,可使用現金、電子票證、LINE PAY付款,1,1,1,1,1,1,1,1
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場提供現金付款,0,0,0,0,0,0,0,0
A00032,建程自由街停車場,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,現金支付,1,1,0,0,0,0,0,0
A00015,WORLD GYM世界健身俱樂部停車場,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,停車場用現金支付,1,1,0,0,0,0,0,0
A00054,盛昌停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,銀行轉帳,0,0,0,0,0,0,0,0
A00022,佛教慈濟醫療財團法人花蓮慈濟醫院停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,本停車場可使用現金繳費,1,1,1,1,1,1,1,1
A00004,後火車站機車停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場只接現金,0,1,0,0,0,0,0,0
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場只接現金,0,1,0,0,0,0,0,0
A00049,花蓮市公園三民站,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,本停車場僅供現金繳費,1,1,1,0,0,0,0,1
A00004,後火車站機車停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,本停車場提供現金付款,1,1,0,0,0,0,0,0
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00070,吉安站前停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,現金,1,0,1,1,1,1,1,1
A00065,花蓮文化創意產業園區停車場,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00030,吉安仁里立體停車場,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,本場僅收現金,1,1,0,0,0,0,0,0
A00036,統冠重慶店停車場,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,現金支付,1,1,1,1,0,0,0,0
A00032,建程自由街停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
A00039,花蓮民德二停車場,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,本停車場限使用悠遊卡刷卡進出,0,0,1,1,0,0,0,0
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00054,盛昌停車場,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,銀行轉帳,1,1,1,1,1,1,1,1
A00015,WORLD GYM世界健身俱樂部停車場,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,停車場用現金支付,1,1,0,0,0,0,0,0
A00032,建程自由街停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,現金支付,1,1,1,1,1,1,1,1
A00025,彪吉利停車場(國聯五路站),1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,現金交易,1,1,1,0,1,0,0,0
A00014,TIMES 三民街,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,"本停車場可用悠遊卡,信用卡支付",1,1,1,1,1,1,1,1
A00044,停好車停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00016,P&P停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場使用票卡於離場前至自動繳費機繳款後方可離場,1,1,1,1,0,0,0,0
A00017,台灣國際開發事業有限公司花蓮醫院停車場,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,現金支付,1,1,1,1,1,1,1,1
A00065,花蓮文化創意產業園區停車場,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00046,國盛四街停車場,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,0,1,0,0,0,0,0,0
A00060,福品旅店停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,本停車場可用現金、信用卡繳付停車費,0,0,0,0,0,0,0,1
A00071,花蓮中山停車場,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,本場可使用現金、電子票證、信用卡支付,1,1,1,0,1,1,1,1
A00047,168停車聯盟花蓮東大門場,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,僅收現金,1,1,0,0,0,0,0,0
A00010,花蓮市忠孝立體停車場,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,本停車場提供現金付款,1,1,1,1,1,1,1,1
A00023,彪吉利停車場(國盛站),1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,只適用月租,0,1,0,1,0,0,0,1
A00016,P&P停車場,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,本停車場使用票卡於離場前至自動繳費機繳款後方可離場,1,1,1,1,1,1,1,1
A00073,好樂停HAPPY PARKING-中山停車場,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,本停車場可使用USPACE APP 線上支付,1,1,0,0,0,0,0,0
A00065,花蓮文化創意產業園區停車場,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,本停車場可使用現金及多元支付,1,1,0,0,0,0,0,1
A00026,前站停車場,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,現金交易,1,1,1,0,1,0,0,0
A00015,WORLD GYM世界健身俱樂部停車場,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,停車場用現金支付,1,1,0,0,0,0,0,0
A00007,花蓮航空站計時收費停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,本場只接現金,1,1,1,1,1,1,1,1
A00050,國富二街停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,現金,1,1,1,1,1,1,1,1
